partner_id,date,product_id,price_total,product_uom_qty,qty_delivered,Product,team,customer_residence,customer,Salesperson
664,8/9/2024 22:12,354,300,1,1,Umoja Phase 1,Point of Sale,,Ann Graham,Sophie Evans-Saunders
664,8/9/2024 22:12,292,500,1,1,B2C-Fermented sagaa,Point of Sale,,Ann Graham,Sophie Evans-Saunders
664,8/9/2024 22:12,340,500,2,2,Unga Brown,Point of Sale,,Ann Graham,Sophie Evans-Saunders
664,8/9/2024 22:12,319,400,1,1,B2C-Managu Terere,Point of Sale,,Ann Graham,Sophie Evans-Saunders
664,8/9/2024 22:12,231,500,1,1,B2C-Fermented Managu ,Point of Sale,,Ann Graham,Sophie Evans-Saunders
663,8/9/2024 19:50,292,500,1,1,B2C-Fermented sagaa,Point of Sale,,Dr Allan Wilson,Sophie Evans-Saunders
663,8/9/2024 19:50,231,500,1,1,B2C-Fermented Managu ,Point of Sale,,Dr Allan Wilson,Sophie Evans-Saunders
663,8/9/2024 19:50,343,500,1,1,Fermented Mrenda Mitoo,Point of Sale,,Dr Allan Wilson,Sophie Evans-Saunders
663,8/9/2024 19:50,15,150,1,1,Langata Delivery Cost,Point of Sale,,Dr Allan Wilson,Sophie Evans-Saunders
662,8/9/2024 19:42,244,400,1,1,B2C-Terere,Point of Sale,,Julia Roberts,Sophie Evans-Saunders
662,8/9/2024 19:42,327,400,1,1,B2C-Terere Kunde,Point of Sale,,Julia Roberts,Sophie Evans-Saunders
662,8/9/2024 19:42,57,300,1,1,Karen Delivery Cost,Point of Sale,,Julia Roberts,Sophie Evans-Saunders
662,8/9/2024 19:42,243,400,1,1,B2C-Managu,Point of Sale,,Julia Roberts,Sophie Evans-Saunders
661,8/9/2024 19:35,319,400,1,1,B2C-Managu Terere,Point of Sale,,Emma Moore,Sophie Evans-Saunders
661,8/9/2024 19:35,282,150,1,1,Dennis Pritt Delivery Cost,Point of Sale,,Emma Moore,Sophie Evans-Saunders
661,8/9/2024 19:35,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,,Emma Moore,Sophie Evans-Saunders
661,8/9/2024 19:35,308,400,1,1,Precooked Sagaa and Managu mix,Point of Sale,,Emma Moore,Sophie Evans-Saunders
474,8/9/2024 11:37,345,200,1,1, Delivery Cost      ,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,8/9/2024 11:37,333,1850,1,1,Dressed chicken(jogoo),Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
649,8/9/2024 11:33,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,,Louis Rogers-Cross,Sophie Evans-Saunders
649,8/9/2024 11:33,244,400,1,1,B2C-Terere,Point of Sale,,Louis Rogers-Cross,Sophie Evans-Saunders
649,8/9/2024 11:33,243,400,1,1,B2C-Managu,Point of Sale,,Louis Rogers-Cross,Sophie Evans-Saunders
649,8/9/2024 11:33,350,400,1,1, Delivery Cost      ,Point of Sale,,Louis Rogers-Cross,Sophie Evans-Saunders
648,8/9/2024 11:27,345,200,1,1, Delivery Cost      ,Point of Sale,,Mr Owen Lynch,Sophie Evans-Saunders
648,8/9/2024 11:27,244,400,1,1,B2C-Terere,Point of Sale,,Mr Owen Lynch,Sophie Evans-Saunders
648,8/9/2024 11:27,243,400,1,1,B2C-Managu,Point of Sale,,Mr Owen Lynch,Sophie Evans-Saunders
648,8/9/2024 11:27,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,,Mr Owen Lynch,Sophie Evans-Saunders
648,8/9/2024 11:27,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,,Mr Owen Lynch,Sophie Evans-Saunders
647,8/9/2024 11:22,319,800,2,2,B2C-Managu Terere,Point of Sale,,Miss Tracy Bell,Sophie Evans-Saunders
647,8/9/2024 11:22,169,400,1,1,B2C-Mrenda Plain,Point of Sale,,Miss Tracy Bell,Sophie Evans-Saunders
647,8/9/2024 11:22,351,100,1,1, Delivery Cost,Point of Sale,,Miss Tracy Bell,Sophie Evans-Saunders
29,8/9/2024 9:01,351,100,1,1, Delivery Cost,Point of Sale,Kilimani,Dr Steven Bishop,Sophie Evans-Saunders
29,8/9/2024 9:01,320,300,1,1,B2C-Rosecoco Beans,Point of Sale,Kilimani,Dr Steven Bishop,Sophie Evans-Saunders
29,8/9/2024 9:01,243,400,1,1,B2C-Managu,Point of Sale,Kilimani,Dr Steven Bishop,Sophie Evans-Saunders
29,8/9/2024 9:01,182,200,1,1,B2C-Maize Plain,Point of Sale,Kilimani,Dr Steven Bishop,Sophie Evans-Saunders
147,8/9/2024 8:58,345,200,1,1, Delivery Cost      ,Point of Sale,South C,Ryan Kennedy,Sophie Evans-Saunders
147,8/9/2024 8:58,340,250,1,1,Unga Brown,Point of Sale,South C,Ryan Kennedy,Sophie Evans-Saunders
147,8/9/2024 8:58,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,South C,Ryan Kennedy,Sophie Evans-Saunders
147,8/9/2024 8:58,243,400,1,1,B2C-Managu,Point of Sale,South C,Ryan Kennedy,Sophie Evans-Saunders
646,8/9/2024 8:55,251,400,1,1,B2C-Kunde,Point of Sale,,Sara Jones,Sophie Evans-Saunders
646,8/9/2024 8:55,314,250,1,1, Delivery Cost     ,Point of Sale,,Sara Jones,Sophie Evans-Saunders
646,8/9/2024 8:55,243,400,1,1,B2C-Managu,Point of Sale,,Sara Jones,Sophie Evans-Saunders
646,8/9/2024 8:55,340,250,1,1,Unga Brown,Point of Sale,,Sara Jones,Sophie Evans-Saunders
80,8/9/2024 8:30,58,100,1,1,Riara Delivery Cost ,Point of Sale,Riara,Darren Palmer,Sophie Evans-Saunders
80,8/9/2024 8:30,331,3300,2,2,Dressed chicken,Point of Sale,Riara,Darren Palmer,Sophie Evans-Saunders
80,8/9/2024 8:30,243,400,1,1,B2C-Managu,Point of Sale,Riara,Darren Palmer,Sophie Evans-Saunders
645,8/9/2024 8:07,272,350,1,1,Muthaiga Delivery Fee  ,Point of Sale,,Mark Taylor,Sophie Evans-Saunders
645,8/9/2024 8:07,340,500,2,2,Unga Brown,Point of Sale,,Mark Taylor,Sophie Evans-Saunders
644,8/9/2024 7:55,44,400,1,1,B2C-Pumpkin,Point of Sale,,Dr Hilary Lucas,Sophie Evans-Saunders
644,8/9/2024 7:55,340,1250,5,5,Unga Brown,Point of Sale,,Dr Hilary Lucas,Sophie Evans-Saunders
644,8/9/2024 7:55,58,100,1,1,Riara Delivery Cost ,Point of Sale,,Dr Hilary Lucas,Sophie Evans-Saunders
644,8/9/2024 7:36,58,100,1,1,Riara Delivery Cost ,Point of Sale,,Dr Hilary Lucas,Sophie Evans-Saunders
644,8/9/2024 7:36,340,1250,5,5,Unga Brown,Point of Sale,,Dr Hilary Lucas,Sophie Evans-Saunders
643,8/9/2024 7:31,340,1250,5,5,Unga Brown,Point of Sale,,Ricky Davidson,Sophie Evans-Saunders
643,8/9/2024 7:31,326,300,1,1,Loresho Delivery Fee,Point of Sale,,Ricky Davidson,Sophie Evans-Saunders
80,8/9/2024 7:21,333,3700,2,2,Dressed chicken(jogoo),Point of Sale,Riara,Darren Palmer,Sophie Evans-Saunders
80,8/9/2024 7:21,58,100,1,1,Riara Delivery Cost ,Point of Sale,Riara,Darren Palmer,Sophie Evans-Saunders
99,8/9/2024 7:18,242,350,1,1,B2C-Githeri,Point of Sale,,Pamela Jordan,Sophie Evans-Saunders
99,8/9/2024 7:18,261,250,1,1,Riverside drive Delivery Cost   ,Point of Sale,,Pamela Jordan,Sophie Evans-Saunders
99,8/9/2024 7:18,327,400,1,1,B2C-Terere Kunde,Point of Sale,,Pamela Jordan,Sophie Evans-Saunders
99,8/9/2024 7:18,44,400,1,1,B2C-Pumpkin,Point of Sale,,Pamela Jordan,Sophie Evans-Saunders
99,8/9/2024 7:18,243,400,1,1,B2C-Managu,Point of Sale,,Pamela Jordan,Sophie Evans-Saunders
178,8/8/2024 14:00,44,800,2,2,B2C-Pumpkin,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
178,8/8/2024 14:00,345,200,1,1, Delivery Cost      ,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
178,8/8/2024 14:00,292,1000,2,2,B2C-Fermented sagaa,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
178,8/8/2024 14:00,340,250,1,1,Unga Brown,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
508,8/8/2024 13:13,333,1850,1,1,Dressed chicken(jogoo),Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
178,8/8/2024 13:04,345,200,1,1, Delivery Cost      ,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
178,8/8/2024 13:04,340,250,1,1,Unga Brown,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
178,8/8/2024 13:04,44,400,1,1,B2C-Pumpkin,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
178,8/8/2024 13:04,292,1000,2,2,B2C-Fermented sagaa,Point of Sale,Syokimau,Mr Francis Humphreys,Sophie Evans-Saunders
562,8/8/2024 12:12,251,1200,3,3,B2C-Kunde,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 12:12,305,600,1,1,Syokimau Delivery Cost     ,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 12:12,288,400,1,1,B2C-Nderema ,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 12:12,343,1000,2,2,Fermented Mrenda Mitoo,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 12:12,292,1000,2,2,B2C-Fermented sagaa,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 12:12,231,1500,3,3,B2C-Fermented Managu ,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
642,8/8/2024 11:25,340,250,1,1,Unga Brown,Point of Sale,,Dr Jordan Foster,Sophie Evans-Saunders
642,8/8/2024 11:25,345,200,1,1, Delivery Cost      ,Point of Sale,,Dr Jordan Foster,Sophie Evans-Saunders
642,8/8/2024 11:25,331,1650,1,1,Dressed chicken,Point of Sale,,Dr Jordan Foster,Sophie Evans-Saunders
199,8/8/2024 11:15,262,400,1,1,Ruaka Delivery Cost  ,Point of Sale,Nairobi,Howard Hunter-Jordan,Sophie Evans-Saunders
199,8/8/2024 11:15,243,800,2,2,B2C-Managu,Point of Sale,Nairobi,Howard Hunter-Jordan,Sophie Evans-Saunders
199,8/8/2024 11:15,244,400,1,1,B2C-Terere,Point of Sale,Nairobi,Howard Hunter-Jordan,Sophie Evans-Saunders
641,8/8/2024 11:11,242,350,1,1,B2C-Githeri,Point of Sale,,Arthur Roberts,Sophie Evans-Saunders
641,8/8/2024 11:11,44,400,1,1,B2C-Pumpkin,Point of Sale,,Arthur Roberts,Sophie Evans-Saunders
641,8/8/2024 11:11,347,300,1,1, Delivery Cost      ,Point of Sale,,Arthur Roberts,Sophie Evans-Saunders
641,8/8/2024 11:11,319,800,2,2,B2C-Managu Terere,Point of Sale,,Arthur Roberts,Sophie Evans-Saunders
641,8/8/2024 11:11,327,800,2,2,B2C-Terere Kunde,Point of Sale,,Arthur Roberts,Sophie Evans-Saunders
641,8/8/2024 11:11,45,400,1,1,B2C-Mitoo/Slender leaf,Point of Sale,,Arthur Roberts,Sophie Evans-Saunders
562,8/8/2024 10:53,40,800,2,2,B2C-Sagaa/Saget,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 10:53,231,1500,3,3,B2C-Fermented Managu ,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 10:53,288,400,1,1,B2C-Nderema ,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 10:53,251,1200,3,3,B2C-Kunde,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 10:53,305,600,1,1,Syokimau Delivery Cost     ,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
562,8/8/2024 10:53,177,800,2,2,B2C-Mrenda Mito Mix,Point of Sale,Syokimau,Donald Humphreys,Sophie Evans-Saunders
235,8/8/2024 10:38,331,1650,1,1,Dressed chicken,Point of Sale,Kasarani,Andrea Stokes,Sophie Evans-Saunders
235,8/8/2024 10:38,347,300,1,1, Delivery Cost      ,Point of Sale,Kasarani,Andrea Stokes,Sophie Evans-Saunders
640,8/8/2024 10:35,345,200,1,1, Delivery Cost      ,Point of Sale,,Leah Nicholls,Sophie Evans-Saunders
640,8/8/2024 10:35,340,500,2,2,Unga Brown,Point of Sale,,Leah Nicholls,Sophie Evans-Saunders
640,8/8/2024 10:32,340,500,2,2,Unga Brown,Point of Sale,,Leah Nicholls,Sophie Evans-Saunders
640,8/8/2024 10:32,345,200,1,1, Delivery Cost      ,Point of Sale,,Leah Nicholls,Sophie Evans-Saunders
639,8/8/2024 10:26,251,400,1,1,B2C-Kunde,Point of Sale,,Arthur Barnes,Sophie Evans-Saunders
639,8/8/2024 10:26,244,400,1,1,B2C-Terere,Point of Sale,,Arthur Barnes,Sophie Evans-Saunders
639,8/8/2024 10:26,351,100,1,1, Delivery Cost,Point of Sale,,Arthur Barnes,Sophie Evans-Saunders
639,8/8/2024 10:26,243,400,1,1,B2C-Managu,Point of Sale,,Arthur Barnes,Sophie Evans-Saunders
638,8/8/2024 10:19,340,250,1,1,Unga Brown,Point of Sale,,Mrs Jean Carey,Sophie Evans-Saunders
638,8/8/2024 10:19,345,200,1,1, Delivery Cost      ,Point of Sale,,Mrs Jean Carey,Sophie Evans-Saunders
637,8/8/2024 10:14,345,200,1,1, Delivery Cost      ,Point of Sale,,Eric Evans,Sophie Evans-Saunders
637,8/8/2024 10:14,340,250,1,1,Unga Brown,Point of Sale,,Eric Evans,Sophie Evans-Saunders
636,8/8/2024 10:10,314,250,1,1, Delivery Cost     ,Point of Sale,,Brett Hewitt,Sophie Evans-Saunders
636,8/8/2024 10:10,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,,Brett Hewitt,Sophie Evans-Saunders
636,8/8/2024 10:10,231,500,1,1,B2C-Fermented Managu ,Point of Sale,,Brett Hewitt,Sophie Evans-Saunders
636,8/8/2024 10:10,251,400,1,1,B2C-Kunde,Point of Sale,,Brett Hewitt,Sophie Evans-Saunders
636,8/8/2024 10:10,331,1650,1,1,Dressed chicken,Point of Sale,,Brett Hewitt,Sophie Evans-Saunders
635,8/8/2024 10:02,331,1650,1,1,Dressed chicken,Point of Sale,,Diane Wallace,Sophie Evans-Saunders
635,8/8/2024 10:02,351,150,1,1, Delivery Cost,Point of Sale,,Diane Wallace,Sophie Evans-Saunders
187,8/7/2024 14:02,242,1400,4,4,B2C-Githeri,Point of Sale,Kilimani,Nicole Carroll,Sophie Evans-Saunders
187,8/7/2024 14:02,345,200,1,1, Delivery Cost      ,Point of Sale,Kilimani,Nicole Carroll,Sophie Evans-Saunders
634,8/7/2024 13:58,169,400,1,1,B2C-Mrenda Plain,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:58,340,500,2,2,Unga Brown,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:58,345,200,1,1, Delivery Cost      ,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:58,328,400,1,1,B2C-Fried Omena,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:34,340,500,2,2,Unga Brown,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:34,345,200,1,1, Delivery Cost      ,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:34,329,300,1,1,B2C-Dried Omena,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
634,8/7/2024 13:34,169,400,1,1,B2C-Mrenda Plain,Point of Sale,,Jeffrey Russell-Ellis,Sophie Evans-Saunders
633,8/7/2024 13:29,350,100,1,1, Delivery Cost      ,Point of Sale,,Mrs Kerry Webster,Sophie Evans-Saunders
633,8/7/2024 13:29,340,500,2,2,Unga Brown,Point of Sale,,Mrs Kerry Webster,Sophie Evans-Saunders
508,8/7/2024 13:26,320,600,2,2,B2C-Rosecoco Beans,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
508,8/7/2024 13:26,333,1850,1,1,Dressed chicken(jogoo),Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
508,8/7/2024 13:26,319,400,1,1,B2C-Managu Terere,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
508,8/7/2024 13:26,346,150,1,1, Delivery Cost      ,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
508,8/7/2024 13:26,251,400,1,1,B2C-Kunde,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
575,8/7/2024 13:16,231,500,1,1,B2C-Fermented Managu ,Point of Sale,,Kate Kaur-Kerr,Sophie Evans-Saunders
175,8/7/2024 10:54,244,400,1,1,B2C-Terere,Point of Sale,Nairobi,Cameron Walker-Morgan,Sophie Evans-Saunders
175,8/7/2024 10:54,251,400,1,1,B2C-Kunde,Point of Sale,Nairobi,Cameron Walker-Morgan,Sophie Evans-Saunders
175,8/7/2024 10:54,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,Nairobi,Cameron Walker-Morgan,Sophie Evans-Saunders
175,8/7/2024 10:54,345,200,1,1, Delivery Cost      ,Point of Sale,Nairobi,Cameron Walker-Morgan,Sophie Evans-Saunders
175,8/7/2024 10:54,243,400,1,1,B2C-Managu,Point of Sale,Nairobi,Cameron Walker-Morgan,Sophie Evans-Saunders
111,8/7/2024 10:42,251,400,1,1,B2C-Kunde,Point of Sale,Kiambu Road,Albert Campbell-Patterson,Sophie Evans-Saunders
111,8/7/2024 10:42,244,400,1,1,B2C-Terere,Point of Sale,Kiambu Road,Albert Campbell-Patterson,Sophie Evans-Saunders
111,8/7/2024 10:42,347,300,1,1, Delivery Cost      ,Point of Sale,Kiambu Road,Albert Campbell-Patterson,Sophie Evans-Saunders
474,8/7/2024 10:16,292,500,1,1,B2C-Fermented sagaa,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,8/7/2024 10:16,340,250,1,1,Unga Brown,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,8/7/2024 10:16,345,200,1,1, Delivery Cost      ,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,8/7/2024 10:16,231,1000,2,2,B2C-Fermented Managu ,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
632,8/7/2024 9:54,344,500,1,1,Fermented Kunde,Point of Sale,,Mrs Jean Fowler,Sophie Evans-Saunders
632,8/7/2024 9:54,132,150,1,1,CBD Delivery Fee,Point of Sale,,Mrs Jean Fowler,Sophie Evans-Saunders
574,8/7/2024 8:30,328,400,1,1,B2C-Fried Omena,Point of Sale,"CBD,Nairobi",Dr Justin Vaughan,Sophie Evans-Saunders
574,8/7/2024 8:30,345,200,1,1, Delivery Cost      ,Point of Sale,"CBD,Nairobi",Dr Justin Vaughan,Sophie Evans-Saunders
574,8/7/2024 8:30,292,500,1,1,B2C-Fermented sagaa,Point of Sale,"CBD,Nairobi",Dr Justin Vaughan,Sophie Evans-Saunders
88,8/7/2024 8:26,314,250,1,1, Delivery Cost     ,Point of Sale,Syokimau,Harry Ward-Davies,Sophie Evans-Saunders
88,8/7/2024 8:26,328,800,2,2,B2C-Fried Omena,Point of Sale,Syokimau,Harry Ward-Davies,Sophie Evans-Saunders
88,8/7/2024 8:26,231,1000,2,2,B2C-Fermented Managu ,Point of Sale,Syokimau,Harry Ward-Davies,Sophie Evans-Saunders
631,8/7/2024 7:22,340,500,2,2,Unga Brown,Point of Sale,,Bryan Jennings,Sophie Evans-Saunders
631,8/7/2024 7:22,345,200,1,1, Delivery Cost      ,Point of Sale,,Bryan Jennings,Sophie Evans-Saunders
631,8/7/2024 7:22,340,500,2,2,Unga Brown,Point of Sale,,Bryan Jennings,Sophie Evans-Saunders
630,8/7/2024 6:49,177,400,1,1,B2C-Mrenda Mito Mix,Point of Sale,,Michelle Nicholls-Gray,Sophie Evans-Saunders
630,8/7/2024 6:49,340,250,1,1,Unga Brown,Point of Sale,,Michelle Nicholls-Gray,Sophie Evans-Saunders
630,8/7/2024 6:49,346,150,1,1, Delivery Cost      ,Point of Sale,,Michelle Nicholls-Gray,Sophie Evans-Saunders
629,8/7/2024 6:46,319,800,2,2,B2C-Managu Terere,Point of Sale,,Thomas White,Sophie Evans-Saunders
629,8/7/2024 6:46,45,800,2,2,B2C-Mitoo/Slender leaf,Point of Sale,,Thomas White,Sophie Evans-Saunders
629,8/7/2024 6:46,244,1200,3,3,B2C-Terere,Point of Sale,,Thomas White,Sophie Evans-Saunders
629,8/7/2024 6:46,345,200,1,1, Delivery Cost      ,Point of Sale,,Thomas White,Sophie Evans-Saunders
629,8/7/2024 6:46,243,400,1,1,B2C-Managu,Point of Sale,,Thomas White,Sophie Evans-Saunders
629,8/7/2024 6:46,327,800,2,2,B2C-Terere Kunde,Point of Sale,,Thomas White,Sophie Evans-Saunders
628,8/7/2024 6:40,169,400,1,1,B2C-Mrenda Plain,Point of Sale,,Mr Glenn Turner,Sophie Evans-Saunders
628,8/7/2024 6:40,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,,Mr Glenn Turner,Sophie Evans-Saunders
628,8/7/2024 6:40,319,400,1,1,B2C-Managu Terere,Point of Sale,,Mr Glenn Turner,Sophie Evans-Saunders
628,8/7/2024 6:40,346,150,1,1, Delivery Cost      ,Point of Sale,,Mr Glenn Turner,Sophie Evans-Saunders
627,8/7/2024 6:36,340,1500,6,6,Unga Brown,Point of Sale,,Guy Davidson,Sophie Evans-Saunders
627,8/7/2024 6:36,345,200,1,1, Delivery Cost      ,Point of Sale,,Guy Davidson,Sophie Evans-Saunders
626,8/7/2024 6:33,340,500,2,2,Unga Brown,Point of Sale,,Mrs June Ellis,Sophie Evans-Saunders
626,8/7/2024 6:33,328,400,1,1,B2C-Fried Omena,Point of Sale,,Mrs June Ellis,Sophie Evans-Saunders
622,8/6/2024 15:13,350,100,1,1, Delivery Cost      ,Point of Sale,,Karen Moore-Hill,Sophie Evans-Saunders
622,8/6/2024 15:13,333,1850,1,1,Dressed chicken(jogoo),Point of Sale,,Karen Moore-Hill,Sophie Evans-Saunders
625,8/6/2024 13:25,292,500,1,1,B2C-Fermented sagaa,Point of Sale,,Dr Thomas Evans,Sophie Evans-Saunders
625,8/6/2024 13:25,231,500,1,1,B2C-Fermented Managu ,Point of Sale,,Dr Thomas Evans,Sophie Evans-Saunders
625,8/6/2024 13:25,349,400,1,1,Garden Estate ,Point of Sale,,Dr Thomas Evans,Sophie Evans-Saunders
624,8/6/2024 12:54,243,400,1,1,B2C-Managu,Point of Sale,,Anne Johnston,Sophie Evans-Saunders
623,8/6/2024 12:37,231,500,1,1,B2C-Fermented Managu ,Point of Sale,,Ms Shannon Webster,Sophie Evans-Saunders
623,8/6/2024 12:32,243,400,1,1,B2C-Managu,Point of Sale,,Ms Shannon Webster,Sophie Evans-Saunders
622,8/6/2024 10:41,243,400,1,1,B2C-Managu,Point of Sale,,Karen Moore-Hill,Sophie Evans-Saunders
622,8/6/2024 10:41,244,400,1,1,B2C-Terere,Point of Sale,,Karen Moore-Hill,Sophie Evans-Saunders
622,8/6/2024 10:41,251,400,1,1,B2C-Kunde,Point of Sale,,Karen Moore-Hill,Sophie Evans-Saunders
487,8/6/2024 10:16,243,1600,4,4,B2C-Managu,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,8/6/2024 10:16,251,800,2,2,B2C-Kunde,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,8/6/2024 10:16,328,400,1,1,B2C-Fried Omena,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,8/6/2024 10:16,314,250,1,1, Delivery Cost     ,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,8/6/2024 10:16,292,1000,2,2,B2C-Fermented sagaa,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,8/6/2024 10:16,288,800,2,2,B2C-Nderema ,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
81,8/6/2024 8:45,40,800,2,2,B2C-Sagaa/Saget,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
81,8/6/2024 8:45,169,800,2,2,B2C-Mrenda Plain,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
559,8/6/2024 8:36,177,400,1,1,B2C-Mrenda Mito Mix,Point of Sale,kileleshwa ,Ms Samantha Martin,Sophie Evans-Saunders
559,8/6/2024 8:36,251,800,2,2,B2C-Kunde,Point of Sale,kileleshwa ,Ms Samantha Martin,Sophie Evans-Saunders
559,8/6/2024 8:36,292,1000,2,2,B2C-Fermented sagaa,Point of Sale,kileleshwa ,Ms Samantha Martin,Sophie Evans-Saunders
559,8/6/2024 8:36,242,700,2,2,B2C-Githeri,Point of Sale,kileleshwa ,Ms Samantha Martin,Sophie Evans-Saunders
559,8/6/2024 8:36,174,200,1,1,kileleshwa Delivery Cost     ,Point of Sale,kileleshwa ,Ms Samantha Martin,Sophie Evans-Saunders
621,8/6/2024 7:17,262,400,1,1,Ruaka Delivery Cost  ,Point of Sale,,Duncan Heath,Sophie Evans-Saunders
621,8/6/2024 7:17,169,800,2,2,B2C-Mrenda Plain,Point of Sale,,Duncan Heath,Sophie Evans-Saunders
621,8/6/2024 7:17,288,400,1,1,B2C-Nderema ,Point of Sale,,Duncan Heath,Sophie Evans-Saunders
621,8/6/2024 7:17,40,800,2,2,B2C-Sagaa/Saget,Point of Sale,,Duncan Heath,Sophie Evans-Saunders
621,8/6/2024 7:17,319,800,2,2,B2C-Managu Terere,Point of Sale,,Duncan Heath,Sophie Evans-Saunders
114,8/6/2024 5:39,253,4500,10,10,B2B-Managu Terere,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,8/6/2024 5:39,135,500,1,1,Hagon Delivery,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,8/6/2024 5:39,246,4500,10,10,B2B-Kunde Terere ,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,8/6/2024 5:39,245,4500,10,10,B2B-Kunde Mrenda  Plain,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,8/6/2024 5:39,254,9000,20,20,B2B-Managu Plain,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
620,8/5/2024 13:21,331,1650,1,1,Dressed chicken,Point of Sale,,Grace Johnson,Sophie Evans-Saunders
620,8/5/2024 13:21,345,200,1,1, Delivery Cost      ,Point of Sale,,Grace Johnson,Sophie Evans-Saunders
35,8/5/2024 12:36,242,700,2,2,B2C-Githeri,Point of Sale,Westlands,Chelsea White,Sophie Evans-Saunders
35,8/5/2024 12:36,243,800,2,2,B2C-Managu,Point of Sale,Westlands,Chelsea White,Sophie Evans-Saunders
35,8/5/2024 12:36,348,300,1,1,Syokimau,Point of Sale,Westlands,Chelsea White,Sophie Evans-Saunders
35,8/5/2024 12:36,45,800,2,2,B2C-Mitoo/Slender leaf,Point of Sale,Westlands,Chelsea White,Sophie Evans-Saunders
35,8/5/2024 12:36,331,1650,1,1,Dressed chicken,Point of Sale,Westlands,Chelsea White,Sophie Evans-Saunders
